geoID,geoName,coordinateID
16,Miguel Hidalgo,c1680
7,Iztapalapa,c1681
14,Benito Juárez,c1682
10,Álvaro Obregón,c1683
12,Tlalpan,c1684
12,Tlalpan,c1685
16,Miguel Hidalgo,c1686
17,Venustiano Carranza,c1687
12,Tlalpan,c1688
3,Coyoacán,c1689
3,Coyoacán,c1690
7,Iztapalapa,c1691
6,Iztacalco,c1692
14,Benito Juárez,c1693
10,Álvaro Obregón,c1694
12,Tlalpan,c1695
16,Miguel Hidalgo,c1696
16,Miguel Hidalgo,c1697
10,Álvaro Obregón,c1698
15,Cuauhtémoc,c1699
12,Tlalpan,c1700
12,Tlalpan,c1701
15,Cuauhtémoc,c1702
2,Azcapotzalco,c1703
14,Benito Juárez,c1704
7,Iztapalapa,c1705
4,Cuajimalpa de Morelos,c1706
12,Tlalpan,c1707
7,Iztapalapa,c1708
16,Miguel Hidalgo,c1709
12,Tlalpan,c1710
3,Coyoacán,c1711
12,Tlalpan,c1712
12,Tlalpan,c1713
16,Miguel Hidalgo,c1714
4,Cuajimalpa de Morelos,c1715
4,Cuajimalpa de Morelos,c1716
3,Coyoacán,c1717
12,Tlalpan,c1718
10,Álvaro Obregón,c1719
15,Cuauhtémoc,c1720
13,Xochimilco,c1721
15,Cuauhtémoc,c1722
15,Cuauhtémoc,c1723
7,Iztapalapa,c1724
13,Xochimilco,c1725
12,Tlalpan,c1726
15,Cuauhtémoc,c1727
12,Tlalpan,c1728
5,Gustavo A. Madero,c1729
5,Gustavo A. Madero,c1730
5,Gustavo A. Madero,c1731
7,Iztapalapa,c1732
15,Cuauhtémoc,c1733
7,Iztapalapa,c1734
7,Iztapalapa,c1735
5,Gustavo A. Madero,c1736
7,Iztapalapa,c1737
17,Venustiano Carranza,c1738
15,Cuauhtémoc,c1739
16,Miguel Hidalgo,c1740
17,Venustiano Carranza,c1741
7,Iztapalapa,c1742
12,Tlalpan,c1743
5,Gustavo A. Madero,c1744
14,Benito Juárez,c1745
3,Coyoacán,c1746
12,Tlalpan,c1747
12,Tlalpan,c1748
13,Xochimilco,c1749
14,Benito Juárez,c1750
7,Iztapalapa,c1751
12,Tlalpan,c1752
12,Tlalpan,c1753
15,Cuauhtémoc,c1754
16,Miguel Hidalgo,c1755
14,Benito Juárez,c1756
15,Cuauhtémoc,c1757
15,Cuauhtémoc,c1758
6,Iztacalco,c1759
15,Cuauhtémoc,c1760
15,Cuauhtémoc,c1761
7,Iztapalapa,c1762
14,Benito Juárez,c1763
13,Xochimilco,c1764
16,Miguel Hidalgo,c1765
12,Tlalpan,c1766
7,Iztapalapa,c1767
14,Benito Juárez,c1768
17,Venustiano Carranza,c1769
4,Cuajimalpa de Morelos,c1770
12,Tlalpan,c1771
2,Azcapotzalco,c1772
14,Benito Juárez,c1773
15,Cuauhtémoc,c1774
7,Iztapalapa,c1775
12,Tlalpan,c1776
7,Iztapalapa,c1777
6,Iztacalco,c1778
7,Iztapalapa,c1779
9,Milpa Alta,c1780
15,Cuauhtémoc,c1781
13,Xochimilco,c1782
14,Benito Juárez,c1783
5,Gustavo A. Madero,c1784
17,Venustiano Carranza,c1785
10,Álvaro Obregón,c1786
2,Azcapotzalco,c1787
3,Coyoacán,c1788
3,Coyoacán,c1789
3,Coyoacán,c1790
15,Cuauhtémoc,c1791
16,Miguel Hidalgo,c1792
15,Cuauhtémoc,c1793
11,Tláhuac,c1794
12,Tlalpan,c1795
2,Azcapotzalco,c1796
2,Azcapotzalco,c1797
5,Gustavo A. Madero,c1798
5,Gustavo A. Madero,c1799
3,Coyoacán,c1800
7,Iztapalapa,c1801
13,Xochimilco,c1802
13,Xochimilco,c1803
15,Cuauhtémoc,c1804
10,Álvaro Obregón,c1805
5,Gustavo A. Madero,c1806
15,Cuauhtémoc,c1807
10,Álvaro Obregón,c1808
3,Coyoacán,c1809
14,Benito Juárez,c1810
15,Cuauhtémoc,c1811
7,Iztapalapa,c1812
10,Álvaro Obregón,c1813
7,Iztapalapa,c1814
15,Cuauhtémoc,c1815
4,Cuajimalpa de Morelos,c1816
15,Cuauhtémoc,c1817
15,Cuauhtémoc,c1818
12,Tlalpan,c1819
16,Miguel Hidalgo,c1820
8,La Magdalena Contreras,c1821
12,Tlalpan,c1822
10,Álvaro Obregón,c1823
12,Tlalpan,c1824
4,Cuajimalpa de Morelos,c1825
5,Gustavo A. Madero,c1826
10,Álvaro Obregón,c1827
4,Cuajimalpa de Morelos,c1828
12,Tlalpan,c1829
7,Iztapalapa,c1830
2,Azcapotzalco,c1831
7,Iztapalapa,c1832
14,Benito Juárez,c1833
12,Tlalpan,c1834
14,Benito Juárez,c1835
15,Cuauhtémoc,c1836
16,Miguel Hidalgo,c1837
17,Venustiano Carranza,c1838
7,Iztapalapa,c1839
12,Tlalpan,c1840
15,Cuauhtémoc,c1841
3,Coyoacán,c1842
16,Miguel Hidalgo,c1843
7,Iztapalapa,c1844
2,Azcapotzalco,c1845
10,Álvaro Obregón,c1846
7,Iztapalapa,c1847
7,Iztapalapa,c1848
7,Iztapalapa,c1849
5,Gustavo A. Madero,c1850
12,Tlalpan,c1851
5,Gustavo A. Madero,c1852
16,Miguel Hidalgo,c1853
2,Azcapotzalco,c1854
14,Benito Juárez,c1855
12,Tlalpan,c1856
10,Álvaro Obregón,c1857
17,Venustiano Carranza,c1858
16,Miguel Hidalgo,c1859
17,Venustiano Carranza,c1860
5,Gustavo A. Madero,c1861
5,Gustavo A. Madero,c1862
7,Iztapalapa,c1863
7,Iztapalapa,c1864
7,Iztapalapa,c1865
7,Iztapalapa,c1866
15,Cuauhtémoc,c1867
5,Gustavo A. Madero,c1868
14,Benito Juárez,c1869
10,Álvaro Obregón,c1870
7,Iztapalapa,c1871
10,Álvaro Obregón,c1872
15,Cuauhtémoc,c1873
5,Gustavo A. Madero,c1874
10,Álvaro Obregón,c1875
7,Iztapalapa,c1876
3,Coyoacán,c1877
10,Álvaro Obregón,c1878
14,Benito Juárez,c1879
10,Álvaro Obregón,c1880
2,Azcapotzalco,c1881
7,Iztapalapa,c1882
7,Iztapalapa,c1883
5,Gustavo A. Madero,c1884
12,Tlalpan,c1885
10,Álvaro Obregón,c1886
17,Venustiano Carranza,c1887
5,Gustavo A. Madero,c1888
5,Gustavo A. Madero,c1889
12,Tlalpan,c1890
11,Tláhuac,c1891
15,Cuauhtémoc,c1892
12,Tlalpan,c1893
2,Azcapotzalco,c1894
2,Azcapotzalco,c1895
13,Xochimilco,c1896
2,Azcapotzalco,c1897
2,Azcapotzalco,c1898
14,Benito Juárez,c1899
10,Álvaro Obregón,c1900
14,Benito Juárez,c1901
3,Coyoacán,c1902
12,Tlalpan,c1903
17,Venustiano Carranza,c1904
2,Azcapotzalco,c1905
10,Álvaro Obregón,c1906
12,Tlalpan,c1907
11,Tláhuac,c1908
15,Cuauhtémoc,c1909
10,Álvaro Obregón,c1910
8,La Magdalena Contreras,c1911
14,Benito Juárez,c1912
14,Benito Juárez,c1913
11,Tláhuac,c1914
15,Cuauhtémoc,c1915
16,Miguel Hidalgo,c1916
16,Miguel Hidalgo,c1917
5,Gustavo A. Madero,c1918
12,Tlalpan,c1919
3,Coyoacán,c1920
15,Cuauhtémoc,c1921
16,Miguel Hidalgo,c1922
17,Venustiano Carranza,c1923
12,Tlalpan,c1924
15,Cuauhtémoc,c1925
10,Álvaro Obregón,c1926
7,Iztapalapa,c1927
4,Cuajimalpa de Morelos,c1928
10,Álvaro Obregón,c1929
10,Álvaro Obregón,c1930
2,Azcapotzalco,c1931
10,Álvaro Obregón,c1932
16,Miguel Hidalgo,c1933
5,Gustavo A. Madero,c1934
10,Álvaro Obregón,c1935
7,Iztapalapa,c1936
10,Álvaro Obregón,c1937
17,Venustiano Carranza,c1938
14,Benito Juárez,c1939
5,Gustavo A. Madero,c1940
4,Cuajimalpa de Morelos,c1941
3,Coyoacán,c1942
10,Álvaro Obregón,c1943
5,Gustavo A. Madero,c1944
3,Coyoacán,c1945
3,Coyoacán,c1946
5,Gustavo A. Madero,c1947
7,Iztapalapa,c1948
14,Benito Juárez,c1949
12,Tlalpan,c1950
17,Venustiano Carranza,c1951
3,Coyoacán,c1952
3,Coyoacán,c1953
15,Cuauhtémoc,c1954
15,Cuauhtémoc,c1955
15,Cuauhtémoc,c1956
13,Xochimilco,c1957
7,Iztapalapa,c1958
12,Tlalpan,c1959
12,Tlalpan,c1960
10,Álvaro Obregón,c1961
7,Iztapalapa,c1962
15,Cuauhtémoc,c1963
3,Coyoacán,c1964
16,Miguel Hidalgo,c1965
16,Miguel Hidalgo,c1966
16,Miguel Hidalgo,c1967
15,Cuauhtémoc,c1968
5,Gustavo A. Madero,c1969
4,Cuajimalpa de Morelos,c1970
4,Cuajimalpa de Morelos,c1971
10,Álvaro Obregón,c1972
4,Cuajimalpa de Morelos,c1973
4,Cuajimalpa de Morelos,c1974
7,Iztapalapa,c1975
7,Iztapalapa,c1976
12,Tlalpan,c1977
7,Iztapalapa,c1978
5,Gustavo A. Madero,c1979
17,Venustiano Carranza,c1980
17,Venustiano Carranza,c1981
10,Álvaro Obregón,c1982
7,Iztapalapa,c1983
12,Tlalpan,c1984
4,Cuajimalpa de Morelos,c1985
2,Azcapotzalco,c1986
14,Benito Juárez,c1987
16,Miguel Hidalgo,c1988
12,Tlalpan,c1989
13,Xochimilco,c1990
12,Tlalpan,c1991
12,Tlalpan,c1992
3,Coyoacán,c1993
13,Xochimilco,c1994
10,Álvaro Obregón,c1995
2,Azcapotzalco,c1996
3,Coyoacán,c1997
2,Azcapotzalco,c1998
5,Gustavo A. Madero,c1999
12,Tlalpan,c2000
12,Tlalpan,c2001
2,Azcapotzalco,c2002
13,Xochimilco,c2003
7,Iztapalapa,c2004
12,Tlalpan,c2005
12,Tlalpan,c2006
16,Miguel Hidalgo,c2007
10,Álvaro Obregón,c2008
8,La Magdalena Contreras,c2009
2,Azcapotzalco,c2010
2,Azcapotzalco,c2011
12,Tlalpan,c2012
11,Tláhuac,c2013
12,Tlalpan,c2014
6,Iztacalco,c2015
12,Tlalpan,c2016
17,Venustiano Carranza,c2017
14,Benito Juárez,c2018
10,Álvaro Obregón,c2019
5,Gustavo A. Madero,c2020
16,Miguel Hidalgo,c2021
14,Benito Juárez,c2022
17,Venustiano Carranza,c2023
16,Miguel Hidalgo,c2024
4,Cuajimalpa de Morelos,c2025
12,Tlalpan,c2026
3,Coyoacán,c2027
4,Cuajimalpa de Morelos,c2028
7,Iztapalapa,c2029
15,Cuauhtémoc,c2030
17,Venustiano Carranza,c2031
16,Miguel Hidalgo,c2032
7,Iztapalapa,c2033
3,Coyoacán,c2034
12,Tlalpan,c2035
10,Álvaro Obregón,c2036
13,Xochimilco,c2037
17,Venustiano Carranza,c2038
7,Iztapalapa,c2039
10,Álvaro Obregón,c2040
16,Miguel Hidalgo,c2041
16,Miguel Hidalgo,c2042
7,Iztapalapa,c2043
8,La Magdalena Contreras,c2044
7,Iztapalapa,c2045
12,Tlalpan,c2046
17,Venustiano Carranza,c2047
14,Benito Juárez,c2048
14,Benito Juárez,c2049
10,Álvaro Obregón,c2050
10,Álvaro Obregón,c2051
16,Miguel Hidalgo,c2052
3,Coyoacán,c2053
10,Álvaro Obregón,c2054
5,Gustavo A. Madero,c2055
12,Tlalpan,c2056
12,Tlalpan,c2057
10,Álvaro Obregón,c2058
2,Azcapotzalco,c2059
10,Álvaro Obregón,c2060
15,Cuauhtémoc,c2061
7,Iztapalapa,c2062
6,Iztacalco,c2063
12,Tlalpan,c2064
15,Cuauhtémoc,c2065
12,Tlalpan,c2066
12,Tlalpan,c2067
15,Cuauhtémoc,c2068
15,Cuauhtémoc,c2069
6,Iztacalco,c2070
13,Xochimilco,c2071
10,Álvaro Obregón,c2072
15,Cuauhtémoc,c2073
12,Tlalpan,c2074
14,Benito Juárez,c2075
11,Tláhuac,c2076
3,Coyoacán,c2077
16,Miguel Hidalgo,c2078
13,Xochimilco,c2079
16,Miguel Hidalgo,c2080
2,Azcapotzalco,c2081
7,Iztapalapa,c2082
7,Iztapalapa,c2083
14,Benito Juárez,c2084
7,Iztapalapa,c2085
16,Miguel Hidalgo,c2086
12,Tlalpan,c2087
17,Venustiano Carranza,c2088
11,Tláhuac,c2089
3,Coyoacán,c2090
13,Xochimilco,c2091
3,Coyoacán,c2092
7,Iztapalapa,c2093
16,Miguel Hidalgo,c2094
16,Miguel Hidalgo,c2095
3,Coyoacán,c2096
7,Iztapalapa,c2097
16,Miguel Hidalgo,c2098
10,Álvaro Obregón,c2099
2,Azcapotzalco,c2100
5,Gustavo A. Madero,c2101
14,Benito Juárez,c2102
10,Álvaro Obregón,c2103
11,Tláhuac,c2104
17,Venustiano Carranza,c2105
7,Iztapalapa,c2106
12,Tlalpan,c2107
12,Tlalpan,c2108
6,Iztacalco,c2109
6,Iztacalco,c2110
3,Coyoacán,c2111
6,Iztacalco,c2112
7,Iztapalapa,c2113
10,Álvaro Obregón,c2114
16,Miguel Hidalgo,c2115
16,Miguel Hidalgo,c2116
15,Cuauhtémoc,c2117
12,Tlalpan,c2118
15,Cuauhtémoc,c2119
14,Benito Juárez,c2120
14,Benito Juárez,c2121
15,Cuauhtémoc,c2122
14,Benito Juárez,c2123
7,Iztapalapa,c2124
12,Tlalpan,c2125
17,Venustiano Carranza,c2126
16,Miguel Hidalgo,c2127
7,Iztapalapa,c2128
6,Iztacalco,c2129
10,Álvaro Obregón,c2130
15,Cuauhtémoc,c2131
6,Iztacalco,c2132
10,Álvaro Obregón,c2133
16,Miguel Hidalgo,c2134
2,Azcapotzalco,c2135
4,Cuajimalpa de Morelos,c2136
15,Cuauhtémoc,c2137
15,Cuauhtémoc,c2138
3,Coyoacán,c2139
7,Iztapalapa,c2140
16,Miguel Hidalgo,c2141
7,Iztapalapa,c2142
15,Cuauhtémoc,c2143
15,Cuauhtémoc,c2144
17,Venustiano Carranza,c2145
14,Benito Juárez,c2146
7,Iztapalapa,c2147
15,Cuauhtémoc,c2148
12,Tlalpan,c2149
4,Cuajimalpa de Morelos,c2150
16,Miguel Hidalgo,c2151
7,Iztapalapa,c2152
16,Miguel Hidalgo,c2153
10,Álvaro Obregón,c2154
16,Miguel Hidalgo,c2155
10,Álvaro Obregón,c2156
10,Álvaro Obregón,c2157
17,Venustiano Carranza,c2158
14,Benito Juárez,c2159
3,Coyoacán,c2160
7,Iztapalapa,c2161
15,Cuauhtémoc,c2162
11,Tláhuac,c2163
11,Tláhuac,c2164
11,Tláhuac,c2165
15,Cuauhtémoc,c2166
7,Iztapalapa,c2167
12,Tlalpan,c2168
11,Tláhuac,c2169
7,Iztapalapa,c2170
15,Cuauhtémoc,c2171
7,Iztapalapa,c2172
15,Cuauhtémoc,c2173
16,Miguel Hidalgo,c2174
12,Tlalpan,c2175
12,Tlalpan,c2176
14,Benito Juárez,c2177
13,Xochimilco,c2178
7,Iztapalapa,c2179
15,Cuauhtémoc,c2180
15,Cuauhtémoc,c2181
10,Álvaro Obregón,c2182
15,Cuauhtémoc,c2183
5,Gustavo A. Madero,c2184
4,Cuajimalpa de Morelos,c2185
16,Miguel Hidalgo,c2186
12,Tlalpan,c2187
3,Coyoacán,c2188
12,Tlalpan,c2189
7,Iztapalapa,c2190
6,Iztacalco,c2191
12,Tlalpan,c2192
16,Miguel Hidalgo,c2193
7,Iztapalapa,c2194
7,Iztapalapa,c2195
3,Coyoacán,c2196
15,Cuauhtémoc,c2197
13,Xochimilco,c2198
2,Azcapotzalco,c2199
3,Coyoacán,c2200
15,Cuauhtémoc,c2201
3,Coyoacán,c2202
10,Álvaro Obregón,c2203
8,La Magdalena Contreras,c2204
7,Iztapalapa,c2205
10,Álvaro Obregón,c2206
4,Cuajimalpa de Morelos,c2207
15,Cuauhtémoc,c2208
12,Tlalpan,c2209
7,Iztapalapa,c2210
7,Iztapalapa,c2211
12,Tlalpan,c2212
15,Cuauhtémoc,c2213
10,Álvaro Obregón,c2214
10,Álvaro Obregón,c2215
5,Gustavo A. Madero,c2216
12,Tlalpan,c2217
16,Miguel Hidalgo,c2218
12,Tlalpan,c2219
14,Benito Juárez,c2220
6,Iztacalco,c2221
7,Iztapalapa,c2222
7,Iztapalapa,c2223
3,Coyoacán,c2224
3,Coyoacán,c2225
4,Cuajimalpa de Morelos,c2226
11,Tláhuac,c2227
3,Coyoacán,c2228
3,Coyoacán,c2229
13,Xochimilco,c2230
2,Azcapotzalco,c2231
13,Xochimilco,c2232
15,Cuauhtémoc,c2233
7,Iztapalapa,c2234
7,Iztapalapa,c2235
7,Iztapalapa,c2236
15,Cuauhtémoc,c2237
11,Tláhuac,c2238
16,Miguel Hidalgo,c2239
3,Coyoacán,c2240
15,Cuauhtémoc,c2241
5,Gustavo A. Madero,c2242
4,Cuajimalpa de Morelos,c2243
17,Venustiano Carranza,c2244
15,Cuauhtémoc,c2245
12,Tlalpan,c2246
16,Miguel Hidalgo,c2247
15,Cuauhtémoc,c2248
10,Álvaro Obregón,c2249
3,Coyoacán,c2250
3,Coyoacán,c2251
7,Iztapalapa,c2252
4,Cuajimalpa de Morelos,c2253
7,Iztapalapa,c2254
15,Cuauhtémoc,c2255
12,Tlalpan,c2256
16,Miguel Hidalgo,c2257
3,Coyoacán,c2258
10,Álvaro Obregón,c2259
15,Cuauhtémoc,c2260
10,Álvaro Obregón,c2261
7,Iztapalapa,c2262
7,Iztapalapa,c2263
7,Iztapalapa,c2264
2,Azcapotzalco,c2265
7,Iztapalapa,c2266
7,Iztapalapa,c2267
14,Benito Juárez,c2268
10,Álvaro Obregón,c2269
4,Cuajimalpa de Morelos,c2270
13,Xochimilco,c2271
15,Cuauhtémoc,c2272
3,Coyoacán,c2273
15,Cuauhtémoc,c2274
15,Cuauhtémoc,c2275
5,Gustavo A. Madero,c2276
7,Iztapalapa,c2277
7,Iztapalapa,c2278
4,Cuajimalpa de Morelos,c2279
14,Benito Juárez,c2280
3,Coyoacán,c2281
3,Coyoacán,c2282
3,Coyoacán,c2283
14,Benito Juárez,c2284
12,Tlalpan,c2285
12,Tlalpan,c2286
3,Coyoacán,c2287
17,Venustiano Carranza,c2288
15,Cuauhtémoc,c2289
3,Coyoacán,c2290
15,Cuauhtémoc,c2291
12,Tlalpan,c2292
12,Tlalpan,c2293
7,Iztapalapa,c2294
15,Cuauhtémoc,c2295
7,Iztapalapa,c2296
10,Álvaro Obregón,c2297
17,Venustiano Carranza,c2298
3,Coyoacán,c2299
10,Álvaro Obregón,c2300
3,Coyoacán,c2301
3,Coyoacán,c2302
14,Benito Juárez,c2303
12,Tlalpan,c2304
12,Tlalpan,c2305
13,Xochimilco,c2306
7,Iztapalapa,c2307
16,Miguel Hidalgo,c2308
14,Benito Juárez,c2309
5,Gustavo A. Madero,c2310
10,Álvaro Obregón,c2311
14,Benito Juárez,c2312
14,Benito Juárez,c2313
14,Benito Juárez,c2314
15,Cuauhtémoc,c2315
5,Gustavo A. Madero,c2316
12,Tlalpan,c2317
7,Iztapalapa,c2318
12,Tlalpan,c2319
3,Coyoacán,c2320
14,Benito Juárez,c2321
15,Cuauhtémoc,c2322
9,Milpa Alta,c2323
5,Gustavo A. Madero,c2324
9,Milpa Alta,c2325
5,Gustavo A. Madero,c2326
12,Tlalpan,c2327
12,Tlalpan,c2328
7,Iztapalapa,c2329
7,Iztapalapa,c2330
12,Tlalpan,c2331
3,Coyoacán,c2332
3,Coyoacán,c2333
17,Venustiano Carranza,c2334
7,Iztapalapa,c2335
16,Miguel Hidalgo,c2336
5,Gustavo A. Madero,c2337
7,Iztapalapa,c2338
4,Cuajimalpa de Morelos,c2339
13,Xochimilco,c2340
7,Iztapalapa,c2341
7,Iztapalapa,c2342
16,Miguel Hidalgo,c2343
7,Iztapalapa,c2344
2,Azcapotzalco,c2345
10,Álvaro Obregón,c2346
10,Álvaro Obregón,c2347
12,Tlalpan,c2348
17,Venustiano Carranza,c2349
11,Tláhuac,c2350
7,Iztapalapa,c2351
3,Coyoacán,c2352
12,Tlalpan,c2353
4,Cuajimalpa de Morelos,c2354
2,Azcapotzalco,c2355
15,Cuauhtémoc,c2356
12,Tlalpan,c2357
3,Coyoacán,c2358
12,Tlalpan,c2359
3,Coyoacán,c2360
7,Iztapalapa,c2361
16,Miguel Hidalgo,c2362
10,Álvaro Obregón,c2363
15,Cuauhtémoc,c2364
7,Iztapalapa,c2365
8,La Magdalena Contreras,c2366
10,Álvaro Obregón,c2367
15,Cuauhtémoc,c2368
7,Iztapalapa,c2369
7,Iztapalapa,c2370
6,Iztacalco,c2371
3,Coyoacán,c2372
12,Tlalpan,c2373
10,Álvaro Obregón,c2374
5,Gustavo A. Madero,c2375
7,Iztapalapa,c2376
13,Xochimilco,c2377
14,Benito Juárez,c2378
12,Tlalpan,c2379
4,Cuajimalpa de Morelos,c2380
12,Tlalpan,c2381
6,Iztacalco,c2382
7,Iztapalapa,c2383
15,Cuauhtémoc,c2384
17,Venustiano Carranza,c2385
12,Tlalpan,c2386
7,Iztapalapa,c2387
12,Tlalpan,c2388
7,Iztapalapa,c2389
15,Cuauhtémoc,c2390
7,Iztapalapa,c2391
15,Cuauhtémoc,c2392
7,Iztapalapa,c2393
11,Tláhuac,c2394
3,Coyoacán,c2395
14,Benito Juárez,c2396
5,Gustavo A. Madero,c2397
5,Gustavo A. Madero,c2398
5,Gustavo A. Madero,c2399
15,Cuauhtémoc,c2400
5,Gustavo A. Madero,c2401
5,Gustavo A. Madero,c2402
5,Gustavo A. Madero,c2403
5,Gustavo A. Madero,c2404
5,Gustavo A. Madero,c2405
5,Gustavo A. Madero,c2406
5,Gustavo A. Madero,c2407
5,Gustavo A. Madero,c2408
5,Gustavo A. Madero,c2409
5,Gustavo A. Madero,c2410
5,Gustavo A. Madero,c2411
9,Milpa Alta,c2412
5,Gustavo A. Madero,c2413
5,Gustavo A. Madero,c2414
5,Gustavo A. Madero,c2415
7,Iztapalapa,c2416
3,Coyoacán,c2417
5,Gustavo A. Madero,c2418
7,Iztapalapa,c2419
5,Gustavo A. Madero,c2420
5,Gustavo A. Madero,c2421
5,Gustavo A. Madero,c2422
5,Gustavo A. Madero,c2423
4,Cuajimalpa de Morelos,c2424
3,Coyoacán,c2425
4,Cuajimalpa de Morelos,c2426
5,Gustavo A. Madero,c2427
5,Gustavo A. Madero,c2428
10,Álvaro Obregón,c2429
5,Gustavo A. Madero,c2430
5,Gustavo A. Madero,c2431
5,Gustavo A. Madero,c2432
5,Gustavo A. Madero,c2433
5,Gustavo A. Madero,c2434
5,Gustavo A. Madero,c2435
10,Álvaro Obregón,c2436
10,Álvaro Obregón,c2437
5,Gustavo A. Madero,c2438
5,Gustavo A. Madero,c2439
5,Gustavo A. Madero,c2440
7,Iztapalapa,c2441
5,Gustavo A. Madero,c2442
5,Gustavo A. Madero,c2443
5,Gustavo A. Madero,c2444
10,Álvaro Obregón,c2445
5,Gustavo A. Madero,c2446
5,Gustavo A. Madero,c2447
7,Iztapalapa,c2448
15,Cuauhtémoc,c2449
5,Gustavo A. Madero,c2450
5,Gustavo A. Madero,c2451
5,Gustavo A. Madero,c2452
5,Gustavo A. Madero,c2453
5,Gustavo A. Madero,c2454
3,Coyoacán,c2455
5,Gustavo A. Madero,c2456
5,Gustavo A. Madero,c2457
5,Gustavo A. Madero,c2458
12,Tlalpan,c2459
5,Gustavo A. Madero,c2460
5,Gustavo A. Madero,c2461
5,Gustavo A. Madero,c2462
5,Gustavo A. Madero,c2463
4,Cuajimalpa de Morelos,c2464
5,Gustavo A. Madero,c2465
7,Iztapalapa,c2466
5,Gustavo A. Madero,c2467
5,Gustavo A. Madero,c2468
5,Gustavo A. Madero,c2469
5,Gustavo A. Madero,c2470
5,Gustavo A. Madero,c2471
10,Álvaro Obregón,c2472
7,Iztapalapa,c2473
5,Gustavo A. Madero,c2474
12,Tlalpan,c2475
5,Gustavo A. Madero,c2476
5,Gustavo A. Madero,c2477
